id,region,subregion,country,program_name,program_code,year,site_code,site_name,lat,lon,water_depth,sources,country_code
9001548,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,032,004",178.21.98E.18.08.64S,Muiavuso Flats,-18.144,178.3663333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001549,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.22E.18.8.63S,Muiavuso Slope,-18.14383333,178.3666667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001550,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,032,004",178.23.24E.18.10.01S,Dennis Patch,-18.16683333,178.3873333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001551,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"200,320,042,008",178.23.98E.18.09.58S,Fish Patch,-18.15966667,178.3996667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001552,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.26.87E.17.18.24S,Watu Express Reef (destroyed),-17.304,178.4478333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001553,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.26.87E.17.18.2S,Watu Express Reef (healthy),-17.304,178.4478333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001554,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.27.003E.19.02.545S,Vesi Bay,-19.04241667,178.4500556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001555,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.27.44E.17.17.03S,Instant Replay,-17.28383333,178.4573333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001556,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.27.5E.17.16.86S,Black Magic Mountain,-17.281,178.4583333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001557,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.27.67E.17.16.78S,Purple Haze Reef,-17.27966667,178.4611667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001558,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.27.74E.17.16.92S,Garden of Eden,-17.282,178.4623333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001559,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,178.28.27E.17.16.98S,G-6 Reef,-17.283,178.4711667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001560,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.28.52E.18.11.07S,Nukubuco Flats,-18.1845,178.4753333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001561,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2003,178.28.67E.18.10.81S,Nukubocu Flats,-18.18016667,178.4778333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001562,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2006,178.30.25E.17.10.50S,Humann Nature,-17.175,178.5041667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001563,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.31.223E.17.8.068S,Humann Nature,-17.13447222,178.5203889,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001564,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.31.353E.17.20.824S,Mount Mutiny,-17.34705556,178.5225556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001565,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.31.495E.17.08.183S,Cat's Meow Shoal,-17.13638889,178.5249167,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001566,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.35.543E.17.19.816S,E6,-17.33027778,178.5923889,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001567,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.35.7W.16.41.8S,Waitabu Cut,-16.69666667,-178.595,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001568,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1999,178.44.12W.18.17.06S,Aiwa Reef,-18.285,-178.7366667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001569,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.45.091E.16.28.171S,Bella's Reef Nadogo,-16.46952778,178.7515278,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001570,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1999,178.48.24W.18.16.06S,Lakeba,-18.26833333,-178.8066667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001571,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.49.557E.16.29.345S,Vatuka Island,-16.48908333,178.8259444,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001572,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,032,004",178.5.37E.18.24.47S,Lawaki Beach Resort House Reef North,-18.40783333,178.0895,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001573,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.5.37E.18.24.47S2,Lawaki Beach Resort (Deeper Reef Edge),-18.40783333,178.0895,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001574,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1999,178.50.18W.18.59.36S,Marabo,-18.99333333,-178.8383333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001575,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.54.806E.16.19.674S,Raviravi Naku Pass Inner Reef,-16.32788889,178.9134444,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001576,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,178.55.383E.16.19.49S,Raviravi Nuku Passage,-16.32483333,178.9230556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001577,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",178.56.388E.17.34.961S,Wakaya Lion's Den,-17.58269444,178.9398056,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001578,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.01.66E.16.23.31S,Motuli Bawa,-16.3885,179.0276667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001579,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.01.961E.16.12.78S,Timeless,-16.213,179.0326944,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001580,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.03.116E.16.10.574S,The End of the World,-16.17622222,179.0519444,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001581,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",179.03.754E.17.06.621S,Tetons,-17.11036111,179.0625556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001582,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",179.03.829E.17.06.796S,2 Thumbs Up Arch Bommie,-17.11327778,179.0638056,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001583,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.06.277E.16.13.807S,Islet off Kia,-16.23011111,179.1046111,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001584,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.1.961E.17.12.78S,Fernando's Hideaway,-17.213,179.0326944,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001585,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.10.08E.16.23.458S,Cukini/Nadogo Mangrove Island,-16.39097222,179.168,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001586,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"200,520,062,007",179.11.98E.16.46.47S,Dreadlocks,-16.7745,179.1996667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001587,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,179.11.98E.16.46.98S,Dreadlocks,-16.783,179.1996667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001588,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,072,008",179.13.505E.17.58.713S,Anthias Avenue,-17.97855556,179.2250833,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001589,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"200,220,032,005,200,000,000,000",179.14.507E.16.48.915S,Alice Reef,-16.81525,179.2417778,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001590,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"200,320,042,005,200,000,000,000",179.14.518E.16.48.892S,Mystery Reef,-16.81486111,179.2419722,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001591,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2008,179.15.882E.16.49.721S,Black Beacon,-16.82869444,179.2646944,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001592,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,032,006",179.15.9E.16.50.01S,Golden Nuggets Deep,-16.8335,179.265,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001593,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,179.16.13E.16.49.54S,Shark Alley,-16.82566667,179.2688333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001594,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.49E.16.49.58S,Big Blue 5,-16.83277778,179.2802778,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001595,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.49E.16.49358.8S,Big Blue 5,-16.833,179.2802778,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001596,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.49E.16.50.1S,Big Blue 6,-16.83361111,179.2802778,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001597,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.53E.16.50.01.8S,Big Blue 1,-16.83383333,179.2813889,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001598,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.53E16.30.10S,Big Blue 3,-16.83611111,179.2813889,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001599,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.57E.16.49.58.8S,Big Blue 2,-16.833,179.2825,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001600,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2000,179.16.57E.16.50.1S,Big Blue 4,-16.83361111,179.2825,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001601,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.16.723E.16.18.924S,Mali Passage,-16.31538889,179.2787222,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001602,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.16.893E.16.19.253S,Mali Passage,-16.32088889,179.2815556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001603,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,042,005,200,620,000,000",179.17.12.6E.16.48.44.4S,Cousteau Lighthouse,-16.81233333,179.2868333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001604,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"2,002,200,320,042,000",179.17.21E.16.48.73S,Golden Nuggets,-16.81216667,179.2868333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001605,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"200,220,032,004,200,000,000,000",179.17.21E.16.48.74S,Cousteau Jetty shallow,-16.81233333,179.2868333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001606,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.17.86E.16.19.462S,Mali Reef,-16.32436111,179.2976667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001607,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.19.804E.16.21.393S,Yanu Somila,-16.35655556,179.3300556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001608,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2006,179.20.145W.17.40.39S,Barracuda Point,-17.67316667,-179.33575,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001609,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.29.954E.16.10.471S,Sausau Passage Back Reef,-16.17452778,179.4992222,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001610,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2006,179.3.64E.17.6.79S,"Back Reef, Magic Mushrooms, South Save-a-Tack",-17.11316667,179.0606667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001611,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.33.04E.16.12.913S,Nukuvadra Island,-16.21522222,179.5506667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001612,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1999,179.43.55E.19.09.47S,Maccadame Reef,-19.16305556,179.7319444,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001613,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1999,179.44.17E.19.09.42S,North of Arua,-19.16166667,179.7380556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001614,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.45.24E.16.09.794S,Tilagica (Navosi) Passage,-16.16322222,179.754,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001615,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.46.081E.16.09.29S,Tilagica Inner Reef,-16.15483333,179.7680278,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001616,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.50.31.3E.16.48.40.4S,Waitabu MPA reef flat,-16.81122222,179.8420278,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001617,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.50.48.2E.16.48.55.5S,Waitabu Fishing Grounds,-16.81541667,179.8467222,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001618,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2005,179.51.561W.16.48.874S,Blue Ribbon Eel Reef,-16.81455556,-179.8593611,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001619,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"2,003,200,420,062,000",179.54.08E.16.47.92S,Great White Wall,-16.79866667,179.9013333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001620,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,179.54.41E.16.47.89S,Great White Wall,-16.79816667,179.9068333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001621,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.55.79E.16.46.74S,Small White Wall,-16.779,179.9298333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001622,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"20,042,005",179.55.79E.16.46.78S,The Corner,-16.77966667,179.9298333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001623,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2006,179.56.39E.16.45.52.2S,Rainbow's End (back of Jerry's Jelly),-16.7645,179.9441667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001624,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,179.56.58E.16.45.79S,Blue Ribbon Eel Reef,-16.76316667,179.943,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001625,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.56.65E.16.45.75S,Blue Ribbon Eel Reef,-16.7625,179.9441667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001626,Pacific,Southwest Pacific,Fiji,Reef Check,RC,"200,420,062,007",179.56.65E.16.45.87S,Jerry's Jelly,-16.7645,179.9441667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001627,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2003,179.56.65E.16.45.91S,Sem's Point,-16.76516667,179.9441667,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001628,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.56.72E.16.45.85S,Sem's Point (Blue Ribbon Eel),-16.76416667,179.9453333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001629,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,179.56.87E.16.46.68S,Fish Factory,-16.778,179.9478333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001630,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2002,179.58.46W.16.41.6S,Aquaventure Dive Shop,-16.69333333,-179.9743333,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001631,Pacific,Southwest Pacific,Fiji,Reef Check,RC,2004,179.9.217E.16.22.508S,Talailau,-16.37513889,179.1536111,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001632,Americas,Mesoamerica,Belize,Reef Check,RC,1997,17N87W1,Calabash Cay,17.27902778,-87.80522222,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9001633,Americas,Mesoamerica,Belize,Reef Check,RC,1997,17N87W2,Hol Chan Marine Preserve,17.86333333,-87.9725,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9001634,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1997,17S149E1,Herald Cay,-17,149.1,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001635,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1997,17S177E1,Angel Reef,-17.6,177.25,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001636,Americas,Eastern Caribbean,Virgin Islands (British),Reef Check,RC,1997,18N64W1,Coral Gardens,18.48333333,-64.455,,"Reef Check Foundation, rcdata@reefcheck.org",VBG
9001637,Americas,Eastern Caribbean,Virgin Islands (British),Reef Check,RC,"1,997,199,819,992,000,000,000,000,000",18N64W2,Diamond Reef,18.46666667,-64.525,,"Reef Check Foundation, rcdata@reefcheck.org",VBG
9001638,Americas,Eastern Caribbean,Virgin Islands (British),Reef Check,RC,1997,18N64W3,Pelican Island,18.33333333,-64.625,,"Reef Check Foundation, rcdata@reefcheck.org",VBG
9001639,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,18N87W1,Mahahual,18.72166667,-87.70111111,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001640,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1997,18S146E1,Kelso Reef,-18.44166667,146.9916667,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001641,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1997,18S146E2,Reef,-18.57361111,146.4944444,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001642,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1997,18S147E1,Lodestone Reef,-18.67555556,147.1091667,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001643,Pacific,Southwest Pacific,Fiji,Reef Check,RC,1997,18S178E1,Fish Patch,-18.18888889,178.3680556,,"Reef Check Foundation, rcdata@reefcheck.org",FJI
9001644,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,1998,19N155W1,Kahalu'u Snorkel Transect Site,19.57805556,-155.9675,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9001645,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,1998,19N155W2,Kahalu'u Scuba Transect,19.58638889,-155.9722222,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9001646,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,1998,19N155W3,Leleiwi,19.66666667,-155,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9001647,Americas,Northern Caribbean,Cayman Islands,Reef Check,RC,1997,19N81W1,Rum Point Channel,19.38416667,-81.30638889,,"Reef Check Foundation, rcdata@reefcheck.org",CYM
9001648,Americas,Northern Caribbean,Cayman Islands,Reef Check,RC,1998,19N81W2,Queen's Pinnacle,19.37916667,-81.29416667,,"Reef Check Foundation, rcdata@reefcheck.org",CYM
9001649,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,19N87W1,Tampalam,19.13416667,-87.54083333,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001650,Asia,Southeast Asia,Indonesia,Reef Check,RC,1997,1N104E1,Coast,1.238888889,104.5694444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9001651,Asia,Southeast Asia,Indonesia,Reef Check,RC,1997,1N104E2,Sumpat Island,1.198611111,104.5305556,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9001652,Asia,Southeast Asia,Indonesia,Reef Check,RC,1997,1N104E3,Sumpat Island,1.2125,104.5347222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9001653,Asia,Southeast Asia,Indonesia,Reef Check,RC,1998,1N104E4,Tanjong Berakit,1.238611111,104.5783333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9001654,Asia,Southeast Asia,Indonesia,Reef Check,RC,1997,1N124E1,Manga Tasik,1.400833333,124.6444444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9001655,Americas,Mesoamerica,Mexico,Reef Check,RC,2000,20.28.52.16N.87.14.19.37W,Cuevitas 1,20.48115,-87.23871667,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001656,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,1998,20N159W1,Anini Reef,22.21666667,-159.45,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9001657,Middle East,Red Sea - Gulf of Aden,Egypt,Reef Check,RC,1997,20N34E1,Pharaoh's Island,29.4625,34.85833333,,"Reef Check Foundation, rcdata@reefcheck.org",EGY
9001658,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,20N87W1,Boca Paila,20.02138889,-87.4675,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001659,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,20N87W2,Dick's Reef,20.39611111,-87.30555556,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001660,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,20N87W3,Las Redes,20.38944444,-87.31166667,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001661,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,20N87W4,North Xaak Reef,20.42777778,-87.28805556,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001662,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,20N87W5,Rancho Pedro Paila,20.04180556,-87.46538889,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001663,Americas,Mesoamerica,Mexico,Reef Check,RC,1997,20N87W6,South Xaak Reef,20.42638889,-87.28805556,,"Reef Check Foundation, rcdata@reefcheck.org",MEX
9001664,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1997,20S148E1,Maureens Cove,-20.0675,148.8902778,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001665,Asia,North and East Asia,Taiwan,Reef Check,RC,1997,21N120E1,Effluet,21.93666667,120.7433333,,"Reef Check Foundation, rcdata@reefcheck.org",TWN
9001666,Asia,North and East Asia,Taiwan,Reef Check,RC,1997,21N120E2,Shetoubo,21.93333333,120.7433333,,"Reef Check Foundation, rcdata@reefcheck.org",TWN
9001667,Asia,North and East Asia,Taiwan,Reef Check,RC,1997,21N121E1,Honchai,21.975,121.7,,"Reef Check Foundation, rcdata@reefcheck.org",TWN
9001668,Asia,North and East Asia,Taiwan,Reef Check,RC,1997,21N121E2,Tiaoshe,21.95,121.7833333,,"Reef Check Foundation, rcdata@reefcheck.org",TWN
9001669,Pacific,US Pacific Islands,Hawaiian Islands (USA),Reef Check,RC,1998,21N156W1,Kapalua Bay,21.00166667,-156.6352778,,"Reef Check Foundation, rcdata@reefcheck.org",USA_HAW
9001670,Americas,Northern Caribbean,Jamaica,Reef Check,RC,1998,21N78W1,Little Bloody Bay,18.35483333,-78.34466667,,"Reef Check Foundation, rcdata@reefcheck.org",JAM
9001671,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1998,21S113E1,Tantabiddi,-21.90944444,113.9652778,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001672,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"19,971,998",21S114E1,Bundegi,-21.85833333,114.1669444,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9001673,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,1997,21S114E2,Bundegi,-21.86222222,114.1730556,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
